"External ID","Asientos/Debe","Asientos/Haber","Asientos/Fecha creación","Asientos/Fecha vencimiento","Asientos/Nombre","Asientos/Nota interna","Asientos/Referencia","Asientos/Cuenta/Activo","Asientos/Empresa/Activo","Asientos/Producto/Activo","Asientos/Boleta de Depósito/ID","Asientos/Boleta de Depósito","Asientos/Cuenta","Asientos/Empresa","Asientos/Producto"
"","","125909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","166363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1993",""
"","","21818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2084",""
"","","104272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_417",""
"","","434545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","56818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1630",""
"","","157818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1526",""
"","","78181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_916",""
"","","3405045.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","145090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_611",""
"","","22727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1630",""
"","","931818.19","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_941",""
"","","120363.63","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1747",""
"","","107545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1307",""
"","","1400000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","307454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","229272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","100990.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1526",""
"","","232181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","2058909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","2526454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","40363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","98727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","41636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_271",""
"","38490.91","","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","78181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1981",""
"","7636.36","","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1236",""
"","","21245.45","","","IVA 10%","","","True","","","","","__export__.account_account_940","__export__.res_partner_613",""
"","","50000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1993",""
"","","1018181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1083802.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","4449999.99","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","684000.0","","","AUTO-001-001-0000410","","","True","","","","","__export__.account_account_928","__export__.res_partner_2017",""
"","","28363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","120454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","","275890.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1296",""
"","","50727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_618",""
"","","39000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_661",""
"","","92427.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","1668636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","434545.45","","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","869363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","450681.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","119009.09","","","IVA 10%","","","True","","","","","__export__.account_account_940","__export__.res_partner_613",""
"","","58045.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1703",""
"","","370909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","395454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","7164772.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1630",""
"","","1168367.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","48363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_916",""
"","","41454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1982",""
"","","638185.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","741818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","1375272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_278",""
"","","121181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_359",""
"","","50200.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","130409.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","25090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","32454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","499295.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1611",""
"","","159333.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","1858181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","615000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","15454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","2434090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1611",""
"","","50181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_285",""
"","","5369545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1935272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","4112695.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","3487504.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1058636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","357000.0","","","2017-01-27","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_655",""
"","","681818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","3384310.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","72000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1628",""
"","","182000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","104636.37","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_417",""
"","","1854918.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","172727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","333727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","3063058.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","222181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_575",""
"","","3507722.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","592727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","15272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","41818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","71127.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","1455172.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","18363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_916",""
"","","50200.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","67272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1933",""
"","","644909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","17363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1819690.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","401454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1146",""
"","","79390.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","1850381.83","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","9281.82","","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1879",""
"","","2123636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","744363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","133636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","249909.1","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","50200.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","100909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","135181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","796363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","1168218.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","332500.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","278454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","3583863.62","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1125522.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1966363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","797278.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1628945.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","680909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","660000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","2727147.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","150600.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1476",""
"","","372727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","76363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","1888090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","10227.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","167272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","808394.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","66000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","2703636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","209254.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1351265.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1385517.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","144572.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1767",""
"","","351818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","103272.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1146",""
"","","66000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1348",""
"","","17454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1146",""
"","","1398000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1222890.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","67945.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","502000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1146",""
"","","64927.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","94545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_359",""
"","","81818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","187636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","705700.0","","","2016-11-08","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1451",""
"","","227309.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1953",""
"","","2772272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","139090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","125254.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1146",""
"","","39909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","339500.0","","","2016-11-14","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1451",""
"","","143227.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","1532800.0","","","2016-09-18","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1451",""
"","","1191818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","161382.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","43909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_2020",""
"","","118181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","62545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","584600.0","","","2016-10-23","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1451",""
"","","36545.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1713",""
"","","168181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_652",""
"","","1338635.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","432727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","2040000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","243770.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","1940810.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","189150.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","81872.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","210036.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","246654.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","44000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","1250181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","76363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","667636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","63615.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","76120.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","1845545.46","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","726900.0","","","2016-09-28","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1198",""
"","","254545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","35630.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","990000.0","","","2016-09-27","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1198",""
"","","39243.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","72890.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","437000.0","","","2016-02-25","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1238",""
"","1425000.0","","","2016-06-01","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1238",""
"","","540198.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","1048800.0","","","2016-05-04","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1238",""
"","","29018.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","920000.0","","","2016-02-17","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1238",""
"","","82822.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","1341727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","280000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","67272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1993",""
"","","175211.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","55200.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","935763.62","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","128800.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","33636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1603",""
"","","13473.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_605",""
"","","32463.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","390690.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","64545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_435",""
"","","956090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","111363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","200000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","280000.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","64545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","72727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","826703.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","56161.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","24136.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","31363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","70472.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_646",""
"","","72645.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","3006988.63","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","29454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","846401.99","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","24136.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","255636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","112272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","29545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_165",""
"","","50894.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1718636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1151680.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","819317.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","545454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","221636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","34818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1982",""
"","","807727.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","110818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1088545.48","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","621590.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","78181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1980",""
"","","529090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","93636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","24818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_194",""
"","","607136.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","100454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","16818.18","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_661",""
"","","763636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1978",""
"","1048800.0","","","2016-06-03","/","","","True","True","","","","__export__.account_account_828","__export__.res_partner_1238",""
"","","266363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1057",""
"","","98364.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_652",""
"","","494563.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","77900.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1635",""
"","","2943530.9","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","42454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","63545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_285",""
"","","220227.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","102981.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1709",""
"","","35455.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1526",""
"","","41272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1241",""
"","","127454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1603",""
"","","175909.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1018181.82","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","205545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_611",""
"","","174545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","254545.45","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","321613.27","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1634",""
"","","2209.09","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","164090.91","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_941",""
"","","176636.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","260363.63","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1001",""
"","","892563.63","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","394800.0","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1953",""
"","","152454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1273",""
"","","27272.73","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","1038194.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1549",""
"","","195454.55","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","106366.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_1808",""
"","","23100000.0","","2016-09-09","001-001-0000153","","","True","True","","","","__export__.account_account_928","__export__.res_partner_28",""
"","","31136.36","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","23100000.0","","2016-05-29","001-001-0000102","","","True","True","","","","__export__.account_account_928","__export__.res_partner_44",""
"","","23100000.0","","2016-05-29","001-001-0000123","","","True","True","","","","__export__.account_account_928","__export__.res_partner_28",""
"","","23100000.0","","2016-09-09","001-001-0000112","","","True","True","","","","__export__.account_account_928","__export__.res_partner_44",""
"","","15400000.0","","2017-01-25","001-001-0000122","","","True","True","","","","__export__.account_account_928","__export__.res_partner_44",""
"","","896363.64","","","IVA 10%","","","True","True","","","","__export__.account_account_940","__export__.res_partner_655",""
"","","7700000.0","","2016-10-08","001-001-0000155","","","True","True","","","","__export__.account_account_928","__export__.res_partner_1231",""
"","","15400000.0","","2017-01-21","001-001-0000163","","","True","True","","","","__export__.account_account_928","__export__.res_partner_28",""
